0 0
9.99046e-05 -6.25
0.000199809 -6.2498
0.000299714 -6.24961
0.000399618 -6.24941
0.000499523 -6.24922
0.000599428 -6.24902
0.000699332 -6.24883
0.000799237 -6.24863
0.000899141 -6.24844
0.000999046 -6.24824
0.00109895 -6.24805
0.00119886 -6.24785
0.00129876 -6.24766
0.00139866 -6.24746
0.00149857 -6.24727
0.00159847 -6.24707
0.00169838 -6.24688
0.00179828 -6.24668
0.00189819 -6.24649
0.00199809 -6.24629
0.002098 -6.2461
0.0021979 -6.2459
0.00229781 -6.24571
0.00239771 -6.24551
0.00249761 -6.24532
0.00259752 -6.24512
0.00269742 -6.24493
0.00279733 -6.24473
0.00289723 -6.24454
0.00299714 -6.24434
0.00309704 -6.24415
0.00319695 -6.24395
0.00329685 -6.24376
0.00339676 -6.24356
0.00349666 -6.24337
0.00359657 -6.24317
0.00369647 -6.24298
0.00379637 -6.24278
0.00389628 -6.24259
0.00399618 -6.24239
0.00409609 -6.2422
0.00419599 -6.242
0.0042959 -6.24181
0.0043958 -6.24162
0.00449571 -6.24142
0.00459561 -6.24123
0.00469552 -6.24103
0.00479542 -6.24084
0.00489532 -6.24064
0.00499523 -6.24045
0.00509513 -6.24025
0.00519504 -6.24006
0.00529494 -6.23986
0.00539485 -6.23967
0.00549475 -6.23947
0.00559466 -6.23928
0.00569456 -6.23908
0.00579447 -6.23889
0.00589437 -6.23869
0.00599428 -6.2385
0.00609418 -6.2383
0.00619408 -6.23811
0.00629399 -6.23791
0.00639389 -6.23772
0.0064938 -6.23752
0.0065937 -6.23733
0.00669361 -6.23713
0.00679351 -6.23694
0.00689342 -6.23675
0.00699332 -6.23655
0.00709323 -6.23636
0.00719313 -6.23616
0.00729304 -6.23597
0.00739294 -6.23577
0.00749284 -6.23558
0.00759275 -6.23538
0.00769265 -6.23519
0.00779256 -6.23499
0.00789246 -6.2348
0.00799237 -6.2346
0.00809227 -6.23441
0.00819218 -6.23421
0.00829208 -6.23402
0.00839199 -6.23383
0.00849189 -6.23363
0.00859179 -6.23344
0.0086917 -6.23324
0.0087916 -6.23305
0.00889151 -6.23285
0.00899141 -6.23266
0.00909132 -6.23246
0.00919122 -6.23227
0.00929113 -6.23207
0.00939103 -6.23188
0.00949094 -6.23168
0.00959084 -6.23149
0.00969075 -6.2313
0.00979065 -6.2311
0.00989055 -6.23091
0.00999046 -6.23071
0.0100904 -6.23052
0.0101903 -6.23032
0.0102902 -6.23013
0.0103901 -6.22993
0.01049 -6.22974
0.0105899 -6.22954
0.0106898 -6.22935
0.0107897 -6.22916
0.0108896 -6.22896
0.0109895 -6.22877
0.0110894 -6.22857
0.0111893 -6.22838
0.0112892 -6.22818
0.0113891 -6.22799
0.011489 -6.22779
0.0115889 -6.2276
0.0116888 -6.22741
0.0117887 -6.22721
0.0118886 -6.22702
0.0119886 -6.22682
0.0120885 -6.22663
0.0121884 -6.22643
0.0122883 -6.22624
0.0123882 -6.22605
0.0124881 -6.22585
0.012588 -6.22566
0.0126879 -6.22546
0.0127878 -6.22527
0.0128877 -6.22507
0.0129876 -6.22488
0.0130875 -6.22468
0.0131874 -6.22449
0.0132873 -6.2243
0.0133872 -6.2241
0.0134871 -6.22391
0.013587 -6.22371
0.0136869 -6.22352
0.0137868 -6.22332
0.0138867 -6.22313
0.0139866 -6.22294
0.0140865 -6.22274
0.0141865 -6.22255
0.0142864 -6.22235
0.0143863 -6.22216
0.0144862 -6.22196
0.0145861 -6.22177
0.014686 -6.22158
0.0147859 -6.22138
0.0148858 -6.22119
0.0149857 -6.22099
0.0150856 -6.2208
0.0151855 -6.2206
0.0152854 -6.22041
0.0153853 -6.22022
0.0154852 -6.22002
0.0155851 -6.21983
0.015685 -6.21963
0.0157849 -6.21944
0.0158848 -6.21925
0.0159847 -6.21905
0.0160846 -6.21886
0.0161845 -6.21866
0.0162844 -6.21847
0.0163844 -6.21827
0.0164843 -6.21808
0.0165842 -6.21789
0.0166841 -6.21769
0.016784 -6.2175
0.016884 -6.2173
0.0169839 -6.21711
0.0170838 -6.21692
0.0171838 -6.21672
0.0172837 -6.21653
0.0173837 -6.21633
0.0174836 -6.21614
0.0175835 -6.21594
0.0176835 -6.21575
0.0177834 -6.21556
0.0178834 -6.21536
0.0179833 -6.21517
0.0180833 -6.21497
0.0181832 -6.21478
0.0182831 -6.21459
0.0183831 -6.21439
0.018483 -6.2142
0.018583 -6.214
0.0186829 -6.21381
0.0187829 -6.21362
0.0188828 -6.21342
0.0189827 -6.21323
0.0190827 -6.21303
0.0191826 -6.21284
0.0192826 -6.21265
0.0193825 -6.21245
0.0194825 -6.21226
0.0195824 -6.21206
0.0196823 -6.21187
0.0197823 -6.21168
0.0198822 -6.21148
0.0199822 -6.21129
0.0200821 -6.21109
0.0201821 -6.2109
0.020282 -6.21071
0.0203819 -6.21051
0.0204819 -6.21032
0.0205818 -6.21012
0.0206818 -6.20993
0.0207817 -6.20974
0.0208817 -6.20954
0.0209816 -6.20935
0.0210815 -6.20915
0.0211815 -6.20896
0.0212814 -6.20877
0.0213814 -6.20857
0.0214813 -6.20838
0.0215812 -6.20818
0.0216812 -6.20799
0.0217811 -6.2078
0.0218811 -6.2076
0.021981 -6.20741
0.022081 -6.20721
0.0221809 -6.20702
0.0222808 -6.20683
0.0223808 -6.20663
0.0224807 -6.20644
0.0225807 -6.20625
0.0226806 -6.20605
0.0227806 -6.20586
0.0228805 -6.20566
0.0229804 -6.20547
0.0230804 -6.20528
0.0231803 -6.20508
0.0232803 -6.20489
0.0233802 -6.2047
0.0234802 -6.2045
0.0235801 -6.20431
0.02368 -6.20411
0.02378 -6.20392
0.0238799 -6.20373
0.0239799 -6.20353
0.0240798 -6.20334
0.0241798 -6.20314
0.0242797 -6.20295
0.0243796 -6.20276
0.0244796 -6.20256
0.0245795 -6.20237
0.0246795 -6.20218
0.0247794 -6.20198
0.0248794 -6.20179
0.0249793 -6.2016
0.0250792 -6.2014
0.0251792 -6.20121
0.0252791 -6.20101
0.0253791 -6.20082
0.025479 -6.20063
0.0255789 -6.20043
0.0256789 -6.20024
0.0257788 -6.20005
0.0258788 -6.19985
0.0259787 -6.19966
0.0260787 -6.19946
0.0261786 -6.19927
0.0262785 -6.19908
0.0263785 -6.19888
0.0264784 -6.19869
0.0265784 -6.1985
0.0266783 -6.1983
0.0267783 -6.19811
0.0268782 -6.19792
0.0269781 -6.19772
0.0270781 -6.19753
0.027178 -6.19734
0.027278 -6.19714
0.0273779 -6.19695
0.0274779 -6.19675
0.0275778 -6.19656
0.0276777 -6.19637
0.0277777 -6.19617
0.0278776 -6.19598
0.0279776 -6.19579
0.0280775 -6.19559
0.0281775 -6.1954
0.0282774 -6.19521
0.0283773 -6.19501
0.0284773 -6.19482
0.0285772 -6.19463
0.0286772 -6.19443
0.0287771 -6.19424
0.0288771 -6.19405
0.028977 -6.19385
0.0290769 -6.19366
0.0291769 -6.19347
0.0292768 -6.19327
0.0293768 -6.19308
0.0294767 -6.19289
0.0295766 -6.19269
0.0296766 -6.1925
0.0297765 -6.1923
0.0298765 -6.19211
0.0299764 -6.19192
0.0300764 -6.19172
0.0301763 -6.19153
0.0302762 -6.19134
0.0303762 -6.19114
0.0304761 -6.19095
0.0305761 -6.19076
0.030676 -6.19056
0.030776 -6.19037
0.0308759 -6.19018
0.0309758 -6.18998
0.0310758 -6.18979
0.0311757 -6.1896
0.0312757 -6.1894
0.0313756 -6.18921
0.0314756 -6.18902
0.0315755 -6.18882
0.0316754 -6.18863
0.0317754 -6.18844
0.0318753 -6.18824
0.0319753 -6.18805
0.0320752 -6.18786
0.0321752 -6.18767
0.0322751 -6.18747
0.032375 -6.18728
0.032475 -6.18709
0.0325749 -6.18689
0.0326749 -6.1867
0.0327748 -6.18651
0.0328748 -6.18631
0.0329747 -6.18612
0.0330746 -6.18593
0.0331746 -6.18573
0.0332745 -6.18554
0.0333745 -6.18535
0.0334744 -6.18515
0.0335743 -6.18496
0.0336743 -6.18477
0.0337742 -6.18457
0.0338742 -6.18438
0.0339741 -6.18419
0.0340741 -6.18399
0.034174 -6.1838
0.0342739 -6.18361
0.0343739 -6.18341
0.0344738 -6.18322
0.0345738 -6.18303
0.0346737 -6.18284
0.0347737 -6.18264
0.0348736 -6.18245
0.0349735 -6.18226
0.0350735 -6.18206
0.0351734 -6.18187
0.0352734 -6.18168
0.0353733 -6.18148
0.0354733 -6.18129
0.0355732 -6.1811
0.0356731 -6.1809
